video_id,label,split,attack_type,support_type,environment,client_id,dataset_name,score,threshold,pred_label,correct,error_type,margin_to_threshold,class_confidence_margin
devel__real__real__client118_session01_webcam_authenticate_controlled_2,0,devel,real,real,controlled,client118,replay-attack,0.0172784189608964,0.018,0,1,CORRECT,0.0007215810391035977,0.0007215810391035977
devel__real__real__client005_session01_webcam_authenticate_controlled_2,0,devel,real,real,controlled,client005,replay-attack,0.0033380833496762,0.018,0,1,CORRECT,0.014661916650323799,0.014661916650323799
devel__real__real__client118_session01_webcam_authenticate_controlled_1,0,devel,real,real,controlled,client118,replay-attack,0.003264166986231,0.018,0,1,CORRECT,0.014735833013768998,0.014735833013768998
devel__real__real__client015_session01_webcam_authenticate_controlled_1,0,devel,real,real,controlled,client015,replay-attack,0.0019947158871218,0.018,0,1,CORRECT,0.016005284112878198,0.016005284112878198
devel__real__real__client030_session01_webcam_authenticate_controlled_2,0,devel,real,real,controlled,client030,replay-attack,0.0014636774642646,0.018,0,1,CORRECT,0.0165363225357354,0.0165363225357354
devel__real__real__client119_session01_webcam_authenticate_controlled_1,0,devel,real,real,controlled,client119,replay-attack,0.0013190578637559,0.018,0,1,CORRECT,0.0166809421362441,0.0166809421362441
devel__real__real__client015_session01_webcam_authenticate_adverse_2,0,devel,real,real,adverse,client015,replay-attack,0.0012631701750003,0.018,0,1,CORRECT,0.0167368298249997,0.0167368298249997
devel__real__real__client005_session01_webcam_authenticate_controlled_1,0,devel,real,real,controlled,client005,replay-attack,0.0011451670222661,0.018,0,1,CORRECT,0.016854832977733897,0.016854832977733897
devel__real__real__client119_session01_webcam_authenticate_controlled_2,0,devel,real,real,controlled,client119,replay-attack,0.0009507407772947,0.018,0,1,CORRECT,0.0170492592227053,0.0170492592227053
devel__real__real__client022_session01_webcam_authenticate_controlled_2,0,devel,real,real,controlled,client022,replay-attack,0.000892762242901,0.018,0,1,CORRECT,0.017107237757099,0.017107237757099
devel__real__real__client022_session01_webcam_authenticate_controlled_1,0,devel,real,real,controlled,client022,replay-attack,0.0008266114587472,0.018,0,1,CORRECT,0.017173388541252797,0.017173388541252797
devel__real__real__client015_session01_webcam_authenticate_controlled_2,0,devel,real,real,controlled,client015,replay-attack,0.0007337654295208,0.018,0,1,CORRECT,0.017266234570479197,0.017266234570479197
devel__real__real__client101_session01_webcam_authenticate_controlled_2,0,devel,real,real,controlled,client101,replay-attack,0.0007108755737797,0.018,0,1,CORRECT,0.017289124426220298,0.017289124426220298
devel__real__real__client010_session01_webcam_authenticate_controlled_1,0,devel,real,real,controlled,client010,replay-attack,0.0006714524510739,0.018,0,1,CORRECT,0.0173285475489261,0.0173285475489261
devel__real__real__client116_session01_webcam_authenticate_controlled_2,0,devel,real,real,controlled,client116,replay-attack,0.0006529340964996,0.018,0,1,CORRECT,0.017347065903500398,0.017347065903500398
devel__real__real__client116_session01_webcam_authenticate_controlled_1,0,devel,real,real,controlled,client116,replay-attack,0.0006260115452195,0.018,0,1,CORRECT,0.017373988454780498,0.017373988454780498
devel__real__real__client101_session01_webcam_authenticate_controlled_1,0,devel,real,real,controlled,client101,replay-attack,0.0005996147678657,0.018,0,1,CORRECT,0.0174003852321343,0.0174003852321343
devel__real__real__client030_session01_webcam_authenticate_adverse_1,0,devel,real,real,adverse,client030,replay-attack,0.0005992448211393,0.018,0,1,CORRECT,0.017400755178860697,0.017400755178860697
devel__real__real__client114_session01_webcam_authenticate_adverse_1,0,devel,real,real,adverse,client114,replay-attack,0.0005543790889946,0.018,0,1,CORRECT,0.017445620911005398,0.017445620911005398
devel__real__real__client017_session01_webcam_authenticate_controlled_2,0,devel,real,real,controlled,client017,replay-attack,0.0005206486728804,0.018,0,1,CORRECT,0.0174793513271196,0.0174793513271196
devel__real__real__client015_session01_webcam_authenticate_adverse_1,0,devel,real,real,adverse,client015,replay-attack,0.0005044328334571,0.018,0,1,CORRECT,0.017495567166542898,0.017495567166542898
devel__real__real__client114_session01_webcam_authenticate_adverse_2,0,devel,real,real,adverse,client114,replay-attack,0.0004671623014887,0.018,0,1,CORRECT,0.0175328376985113,0.0175328376985113
devel__real__real__client010_session01_webcam_authenticate_controlled_2,0,devel,real,real,controlled,client010,replay-attack,0.0004460425724656,0.018,0,1,CORRECT,0.0175539574275344,0.0175539574275344
devel__real__real__client010_session01_webcam_authenticate_adverse_2,0,devel,real,real,adverse,client010,replay-attack,0.0003677890609568,0.018,0,1,CORRECT,0.0176322109390432,0.0176322109390432
devel__real__real__client030_session01_webcam_authenticate_adverse_2,0,devel,real,real,adverse,client030,replay-attack,0.0003664720385462,0.018,0,1,CORRECT,0.017633527961453798,0.017633527961453798
devel__real__real__client119_session01_webcam_authenticate_adverse_2,0,devel,real,real,adverse,client119,replay-attack,0.0003606390726583,0.018,0,1,CORRECT,0.0176393609273417,0.0176393609273417
devel__real__real__client003_session01_webcam_authenticate_adverse_1,0,devel,real,real,adverse,client003,replay-attack,0.0003268569866618,0.018,0,1,CORRECT,0.017673143013338197,0.017673143013338197
devel__real__real__client017_session01_webcam_authenticate_controlled_1,0,devel,real,real,controlled,client017,replay-attack,0.000326433293098,0.018,0,1,CORRECT,0.017673566706901997,0.017673566706901997
devel__real__real__client029_session01_webcam_authenticate_controlled_2,0,devel,real,real,controlled,client029,replay-attack,0.000322096420198,0.018,0,1,CORRECT,0.017677903579802,0.017677903579802
devel__real__real__client010_session01_webcam_authenticate_adverse_1,0,devel,real,real,adverse,client010,replay-attack,0.000314282462403,0.018,0,1,CORRECT,0.017685717537597,0.017685717537597
